"passengerid","survived","pclass","sex","age","sibsp","parch","fare","embarked","title","deck","ageclass","familysize"
576,"no","3","male",19,0,0,14.5,"S","Mr.","U","teen",1
761,"no","3","male",27.4,0,0,14.5,"S","Mr.","U","adult",1
968,NA,"3","male",15,0,0,8.05,"S","Mr.","U","teen",1
1308,NA,"3","male",34.4,0,0,8.05,"S","Mr.","U","adult",1
469,"no","3","male",51.7,0,0,7.725,"Q","Mr.","U","adult",1
251,"no","3","male",22.8,0,0,7.25,"S","Mr.","U","adult",1
893,NA,"3","female",47,1,0,7,"S","Mrs.","U","adult",2
166,"yes","3","male",9,0,2,20.525,"S","Master.","U","child",3
329,"yes","3","female",31,1,1,20.525,"S","Mrs.","U","adult",3
549,"no","3","male",33,1,1,20.525,"S","Mr.","U","adult",3
759,"no","3","male",34,0,0,8.05,"S","Mr.","U","adult",1
697,"no","3","male",44,0,0,8.05,"S","Mr.","U","adult",1
1149,NA,"3","male",28,0,0,8.05,"S","Mr.","U","adult",1
539,"no","3","male",32.4,0,0,14.5,"S","Mr.","U","adult",1
1274,NA,"3","female",43.5,0,0,14.5,"S","Mrs.","U","adult",1
815,"no","3","male",30.5,0,0,8.05,"S","Mr.","U","adult",1
95,"no","3","male",59,0,0,7.25,"S","Mr.","U","adult",1
462,"no","3","male",34,0,0,8.05,"S","Mr.","U","adult",1
604,"no","3","male",44,0,0,8.05,"S","Mr.","U","adult",1
615,"no","3","male",35,0,0,8.05,"S","Mr.","U","adult",1
80,"yes","3","female",30,0,0,12.475,"S","Miss.","U","adult",1
778,"yes","3","female",5,0,0,12.475,"S","Miss.","U","child",1
502,"no","3","female",21,0,0,7.75,"Q","Miss.","U","adult",1
594,"no","3","female",6.2,0,2,7.75,"Q","Miss.","U","child",3
189,"no","3","male",40,1,1,15.5,"Q","Mr.","U","adult",3
658,"no","3","female",32,1,1,15.5,"Q","Mrs.","U","adult",3
768,"no","3","female",30.5,0,0,7.75,"Q","Miss.","U","adult",1
429,"no","3","male",43.8,0,0,7.75,"Q","Mr.","U","adult",1
980,NA,"3","female",28,0,0,7.75,"Q","Mrs.","U","adult",1
1280,NA,"3","male",21,0,0,7.75,"Q","Mr.","U","adult",1
1174,NA,"3","female",4.8,0,0,7.75,"Q","Miss.","U","child",1
144,"no","3","male",19,0,0,6.75,"Q","Mr.","U","teen",1
655,"no","3","female",18,0,0,6.75,"Q","Miss.","U","teen",1
994,NA,"3","male",47.4,0,0,7.75,"Q","Mr.","U","adult",1
1302,NA,"3","female",11.8,0,0,7.75,"Q","Miss.","U","teen",1
719,"no","3","male",41.4,0,0,15.5,"Q","Mr.","U","adult",1
1092,NA,"3","female",27.8,0,0,15.5,"Q","Miss.","U","adult",1
1272,NA,"3","male",30.2,0,0,7.75,"Q","Mr.","U","adult",1
302,"yes","3","male",15.3,2,0,23.25,"Q","Mr.","U","teen",3
331,"yes","3","female",45,2,0,23.25,"Q","Miss.","U","adult",3
1019,NA,"3","female",14.6,2,0,23.25,"Q","Miss.","U","teen",3
1013,NA,"3","male",44.3,1,0,7.75,"Q","Mr.","U","adult",2
829,"yes","3","male",30,0,0,7.75,"Q","Mr.","U","adult",1
215,"no","3","male",33.3,1,0,7.75,"Q","Mr.","U","adult",2
242,"yes","3","female",16.1,1,0,15.5,"Q","Miss.","U","teen",2
613,"yes","3","female",23.1,1,0,15.5,"Q","Miss.","U","adult",2
209,"yes","3","female",16,0,0,7.75,"Q","Miss.","U","teen",1
526,"no","3","male",40.5,0,0,7.75,"Q","Mr.","U","adult",1
389,"no","3","male",19.4,0,0,7.7292,"Q","Mr.","U","teen",1
826,"no","3","male",44.2,0,0,6.95,"Q","Mr.","U","adult",1
1205,NA,"3","female",37,0,0,7.75,"Q","Miss.","U","adult",1
1250,NA,"3","male",36.1,0,0,7.75,"Q","Mr.","U","adult",1
1163,NA,"3","male",34.9,0,0,7.75,"Q","Mr.","U","adult",1
704,"no","3","male",25,0,0,7.7417,"Q","Mr.","U","adult",1
779,"no","3","male",24.1,0,0,7.7375,"Q","Mr.","U","adult",1
728,"yes","3","female",10.2,0,0,7.7375,"Q","Miss.","U","teen",1
971,NA,"3","female",24,0,0,7.75,"Q","Miss.","U","adult",1
197,"no","3","male",21.2,0,0,7.75,"Q","Mr.","U","adult",1
1016,NA,"3","male",24.9,0,0,7.75,"Q","Mr.","U","adult",1
1109,NA,"1","male",57,1,1,164.8667,"S","Mr.","C","adult",3
319,"yes","1","female",31,0,2,164.8667,"S","Miss.","C","adult",3
857,"yes","1","female",45,1,1,164.8667,"S","Mrs.","C","adult",3
1292,NA,"1","female",30,0,0,164.8667,"S","Miss.","C","adult",1
592,"yes","1","female",52,1,0,78.2667,"C","Mrs.","D","adult",2
497,"yes","1","female",54,1,0,78.2667,"C","Miss.","D","adult",2
626,"no","1","male",61,0,0,32.3208,"S","Mr.","D","senior",1
516,"no","1","male",47,0,0,34.0208,"S","Mr.","D","adult",1
231,"yes","1","female",35,1,0,83.475,"S","Mrs.","C","adult",2
63,"no","1","male",45,1,0,83.475,"S","Mr.","C","adult",2
1044,NA,"3","male",60.5,0,0,13.145977260274,"S","Mr.","U","senior",1
255,"no","3","female",41,0,2,20.2125,"S","Mrs.","U","adult",3
425,"no","3","male",18,1,1,20.2125,"S","Mr.","U","teen",3
1176,NA,"3","female",2,1,1,20.2125,"S","Miss.","U","child",3
187,"yes","3","female",33.1,1,0,15.5,"Q","Mrs.","U","adult",2
365,"no","3","male",58.3,1,0,15.5,"Q","Mr.","U","adult",2
1119,NA,"3","female",33.5,0,0,7.75,"Q","Miss.","U","adult",1
117,"no","3","male",70.5,0,0,7.75,"Q","Mr.","U","senior",1
199,"yes","3","female",13.3,0,0,7.75,"Q","Miss.","U","teen",1
47,"no","3","male",11,1,0,15.5,"Q","Mr.","U","teen",2
1165,NA,"3","female",26.6,1,0,15.5,"Q","Miss.","U","adult",2
127,"no","3","male",25.5,0,0,7.75,"Q","Mr.","U","adult",1
290,"yes","3","female",22,0,0,7.75,"Q","Miss.","U","adult",1
939,NA,"3","male",41.3,0,0,7.75,"Q","Mr.","U","adult",1
275,"yes","3","female",18.1,0,0,7.75,"Q","Miss.","U","teen",1
891,"no","3","male",32,0,0,7.75,"Q","Mr.","U","adult",1
614,"no","3","male",27.3,0,0,7.75,"Q","Mr.","U","adult",1
460,"no","3","male",63.1,0,0,7.75,"Q","Mr.","U","senior",1
1288,NA,"3","male",24,0,0,7.25,"Q","Mr.","U","adult",1
110,"yes","3","female",23.7,1,0,24.15,"Q","Miss.","U","adult",2
518,"no","3","male",31.9,0,0,24.15,"Q","Mr.","U","adult",1
769,"no","3","male",37,1,0,24.15,"Q","Mr.","U","adult",2
161,"no","3","male",44,0,1,16.1,"S","Mr.","U","adult",2
1017,NA,"3","female",17,0,1,16.1,"S","Miss.","U","teen",2
561,"no","3","male",30.4,0,0,7.75,"Q","Mr.","U","adult",1
5,"no","3","male",35,0,0,8.05,"S","Mr.","U","adult",1
78,"no","3","male",22.1,0,0,8.05,"S","Mr.","U","adult",1
786,"no","3","male",25,0,0,7.25,"S","Mr.","U","adult",1
96,"no","3","male",45.4,0,0,8.05,"S","Mr.","U","adult",1
985,NA,"3","male",38.9,0,0,8.05,"S","Mr.","U","adult",1
640,"no","3","male",66,1,0,16.1,"S","Mr.","U","senior",2
432,"yes","3","female",44.9,1,0,16.1,"S","Mrs.","U","adult",2
744,"no","3","male",24,1,0,16.1,"S","Mr.","U","adult",2
1275,NA,"3","female",19,1,0,16.1,"S","Mrs.","U","teen",2
265,"no","3","female",39.8,0,0,7.75,"Q","Miss.","U","adult",1
1183,NA,"3","female",30,0,0,6.95,"Q","Miss.","U","adult",1
511,"yes","3","male",29,0,0,7.75,"Q","Mr.","U","adult",1
17,"no","3","male",2,4,1,29.125,"Q","Master.","U","child",6
172,"no","3","male",4,4,1,29.125,"Q","Master.","U","child",6
279,"no","3","male",7,4,1,29.125,"Q","Master.","U","child",6
947,NA,"3","male",10,4,1,29.125,"Q","Master.","U","teen",6
788,"no","3","male",8,4,1,29.125,"Q","Master.","U","child",6
886,"no","3","female",39,0,5,29.125,"Q","Mrs.","U","adult",6
962,NA,"3","female",24,0,0,7.75,"Q","Miss.","U","adult",1
777,"no","3","male",46.2,0,0,7.75,"Q","Mr.","F","adult",1
1196,NA,"3","female",32.2,0,0,7.75,"Q","Miss.","U","adult",1
999,NA,"3","male",45,0,0,7.75,"Q","Mr.","U","adult",1
261,"no","3","male",14.6,0,0,7.75,"Q","Mr.","U","teen",1
348,"yes","3","female",18.4,1,0,16.1,"S","Mrs.","U","teen",2
950,NA,"3","male",26.3,1,0,16.1,"S","Mr.","U","adult",2
856,"yes","3","female",18,0,1,9.35,"S","Mrs.","U","teen",2
1199,NA,"3","male",0.83,0,1,9.35,"S","Master.","U","child",2
838,"no","3","male",36.9,0,0,8.05,"S","Mr.","U","adult",1
1015,NA,"3","male",28,0,0,7.25,"S","Mr.","U","adult",1
752,"yes","3","male",6,0,1,12.475,"S","Master.","E","child",2
824,"yes","3","female",27,0,1,12.475,"S","Mrs.","E","adult",2
412,"no","3","male",30.9,0,0,6.8583,"Q","Mr.","U","adult",1
177,"no","3","male",0.9,3,1,25.4667,"S","Master.","U","child",5
230,"no","3","female",31.7,3,1,25.4667,"S","Miss.","U","adult",5
410,"no","3","female",9.4,3,1,25.4667,"S","Miss.","U","child",5
486,"no","3","female",15.4,3,1,25.4667,"S","Miss.","U","teen",5
1024,NA,"3","female",39.8,0,4,25.4667,"S","Mrs.","U","adult",5
484,"yes","3","female",63,0,0,9.5875,"S","Mrs.","U","senior",1
504,"no","3","female",37,0,0,9.5875,"S","Miss.","U","adult",1
114,"no","3","female",20,1,0,9.825,"S","Miss.","U","adult",2
403,"no","3","female",21,1,0,9.825,"S","Miss.","U","adult",2
678,"yes","3","female",18,0,0,9.8417,"S","Miss.","U","teen",1
198,"no","3","male",42,0,1,8.4042,"S","Mr.","U","adult",2
625,"no","3","male",21,0,0,16.1,"S","Mr.","U","adult",1
736,"no","3","male",28.5,0,0,16.1,"S","Mr.","U","adult",1
663,"no","1","male",47,0,0,25.5875,"S","Mr.","E","adult",1
452,"no","3","male",25.5,1,0,19.9667,"S","Mr.","U","adult",2
491,"no","3","male",31.4,1,0,19.9667,"S","Mr.","U","adult",2
1091,NA,"3","female",57,0,0,8.1125,"S","Mrs.","U","adult",1
445,"yes","3","male",30.3,0,0,8.1125,"S","Mr.","U","adult",1
683,"no","3","male",20,0,0,9.225,"S","Mr.","U","adult",1
1270,NA,"1","male",55,0,0,50,"S","Mr.","C","adult",1
546,"no","1","male",64,0,0,26,"S","Mr.","U","senior",1
903,NA,"1","male",46,0,0,26,"S","Mr.","U","adult",1
873,"no","1","male",33,0,0,5,"S","Mr.","B","adult",1
1145,NA,"3","male",24,0,0,9.325,"S","Mr.","U","adult",1
351,"no","3","male",23,0,0,9.225,"S","Mr.","U","adult",1
139,"no","3","male",16,0,0,9.2167,"S","Mr.","U","teen",1
877,"no","3","male",20,0,0,9.8458,"S","Mr.","U","adult",1
897,NA,"3","male",14,0,0,9.225,"S","Mr.","U","teen",1
104,"no","3","male",33,0,0,8.6542,"S","Mr.","U","adult",1
714,"no","3","male",29,0,0,9.4833,"S","Mr.","U","adult",1
41,"no","3","female",40,1,0,9.475,"S","Mrs.","U","adult",2
1061,NA,"3","female",22,0,0,8.9625,"S","Miss.","U","adult",1
883,"no","3","female",22,0,0,10.5167,"S","Miss.","U","adult",1
475,"no","3","female",22,0,0,9.8375,"S","Miss.","U","adult",1
339,"yes","3","male",45,0,0,8.05,"S","Mr.","U","adult",1
1075,NA,"3","male",38,0,0,7.75,"Q","Mr.","U","adult",1
770,"no","3","male",32,0,0,8.3625,"S","Mr.","U","adult",1
653,"no","3","male",21,0,0,8.4333,"S","Mr.","U","adult",1
1098,NA,"3","female",35,0,0,7.75,"Q","Miss.","U","adult",1
301,"yes","3","female",20.4,0,0,7.75,"Q","Miss.","U","adult",1
1160,NA,"3","female",26.3,0,0,8.05,"S","Miss.","U","adult",1
38,"no","3","male",21,0,0,8.05,"S","Mr.","U","adult",1
590,"no","3","male",46.9,0,0,8.05,"S","Mr.","U","adult",1
991,NA,"3","male",33,0,0,8.05,"S","Mr.","U","adult",1
153,"no","3","male",55.5,0,0,8.05,"S","Mr.","U","adult",1
489,"no","3","male",30,0,0,8.05,"S","Mr.","U","adult",1
1305,NA,"3","male",36.9,0,0,8.05,"S","Mr.","U","adult",1
979,NA,"3","female",18,0,0,8.05,"S","Miss.","U","teen",1
495,"no","3","male",21,0,0,8.05,"S","Mr.","U","adult",1
901,NA,"3","male",21,2,0,24.15,"S","Mr.","U","adult",3
566,"no","3","male",24,2,0,24.15,"S","Mr.","U","adult",3
812,"no","3","male",39,0,0,24.15,"S","Mr.","U","adult",1
1079,NA,"3","male",17,2,0,8.05,"S","Mr.","U","teen",3
575,"no","3","male",16,0,0,8.05,"S","Mr.","U","teen",1
426,"no","3","male",23.4,0,0,7.25,"S","Mr.","U","adult",1
52,"no","3","male",21,0,0,7.8,"S","Mr.","U","adult",1
1181,NA,"3","male",11,0,0,8.05,"S","Mr.","U","teen",1
1,"no","3","male",22,1,0,7.25,"S","Mr.","U","adult",2
321,"no","3","male",22,0,0,7.25,"S","Mr.","U","adult",1
228,"no","3","male",20.5,0,0,7.25,"S","Mr.","U","adult",1
213,"no","3","male",22,0,0,7.25,"S","Mr.","U","adult",1
1177,NA,"3","male",36,0,0,7.25,"S","Mr.","U","adult",1
305,"no","3","male",27.5,0,0,8.05,"S","Mr.","U","adult",1
455,"no","3","male",35.9,0,0,8.05,"S","Mr.","U","adult",1
669,"no","3","male",43,0,0,8.05,"S","Mr.","U","adult",1
205,"yes","3","male",18,0,0,8.05,"S","Mr.","U","teen",1
483,"no","3","male",50,0,0,8.05,"S","Mr.","U","adult",1
593,"no","3","male",47,0,0,7.25,"S","Mr.","U","adult",1
284,"yes","3","male",19,0,0,8.05,"S","Mr.","U","teen",1
422,"no","3","male",21,0,0,7.7333,"Q","Mr.","U","adult",1
13,"no","3","male",20,0,0,8.05,"S","Mr.","U","adult",1
254,"no","3","male",30,1,0,16.1,"S","Mr.","U","adult",2
618,"no","3","female",26,1,0,16.1,"S","Mrs.","U","adult",2
133,"no","3","female",47,1,0,14.5,"S","Mrs.","U","adult",2
917,NA,"3","male",50,1,0,14.5,"S","Mr.","U","adult",2
154,"no","3","male",40.5,0,2,14.5,"S","Mr.","U","adult",3
1236,NA,"3","male",1.6,1,1,14.5,"S","Master.","U","child",3
1084,NA,"3","male",11.5,1,1,14.5,"S","Master.","U","teen",3
465,"no","3","male",31.8,0,0,8.05,"S","Mr.","U","adult",1
122,"no","3","male",37.9,0,0,8.05,"S","Mr.","U","adult",1
1207,NA,"3","female",17,0,0,7.7333,"Q","Miss.","U","teen",1
1148,NA,"3","male",38.1,0,0,7.75,"Q","Mr.","U","adult",1
913,NA,"3","male",9,0,1,3.1708,"S","Master.","U","child",2
128,"yes","3","male",24,0,0,7.1417,"S","Mr.","U","adult",1
997,NA,"3","male",28,0,0,22.525,"S","Mr.","U","adult",1
1102,NA,"3","male",32,0,0,22.525,"S","Mr.","U","adult",1
509,"no","3","male",28,0,0,22.525,"S","Mr.","U","adult",1
819,"no","3","male",43,0,0,6.45,"S","Mr.","U","adult",1
366,"no","3","male",30,0,0,7.25,"S","Mr.","U","adult",1
377,"yes","3","female",22,0,0,7.25,"S","Miss.","U","adult",1
1232,NA,"2","male",18,0,0,10.5,"S","Mr.","U","teen",1
266,"no","2","male",36,0,0,10.5,"S","Mr.","U","adult",1
440,"no","2","male",31,0,0,10.5,"S","Mr.","U","adult",1
94,"no","3","male",26,1,2,20.575,"S","Mr.","U","adult",4
924,NA,"3","female",33,1,2,20.575,"S","Mrs.","U","adult",4
789,"yes","3","male",1,1,2,20.575,"S","Master.","U","child",4
1246,NA,"3","female",0.17,1,2,20.575,"S","Miss.","U","child",4
34,"no","2","male",66,0,0,10.5,"S","Mr.","U","senior",1
673,"no","2","male",70,0,0,10.5,"S","Mr.","U","senior",1
280,"yes","3","female",35,1,1,20.25,"S","Mrs.","U","adult",3
747,"no","3","male",16,1,1,20.25,"S","Mr.","U","teen",3
1284,NA,"3","male",13,0,2,20.25,"S","Master.","U","teen",3
135,"no","2","male",25,0,0,13,"S","Mr.","U","adult",1
67,"yes","2","female",29,0,0,10.5,"S","Mrs.","F","adult",1
235,"no","2","male",24,0,0,10.5,"S","Mr.","U","adult",1
1285,NA,"2","male",47,0,0,10.5,"S","Mr.","U","adult",1
57,"yes","2","female",21,0,0,10.5,"S","Miss.","U","adult",1
923,NA,"2","male",24,2,0,31.5,"S","Mr.","U","adult",3
1230,NA,"2","male",25,0,0,31.5,"S","Mr.","U","adult",1
1211,NA,"2","male",22,2,0,31.5,"S","Mr.","U","adult",3
1090,NA,"2","male",23,0,0,10.5,"S","Mr.","U","adult",1
238,"yes","2","female",8,0,2,26.25,"S","Miss.","U","child",3
638,"no","2","male",31,1,1,26.25,"S","Mr.","U","adult",3
802,"yes","2","female",31,1,1,26.25,"S","Mrs.","U","adult",3
71,"no","2","male",32,0,0,10.5,"S","Mr.","U","adult",1
146,"no","2","male",19,1,1,36.75,"S","Mr.","U","teen",3
550,"yes","2","male",8,1,1,36.75,"S","Master.","U","child",3
1068,NA,"2","female",20,0,0,36.75,"S","Miss.","U","adult",1
1222,NA,"2","female",48,0,2,36.75,"S","Mrs.","U","adult",3
162,"yes","2","female",40,0,0,15.75,"S","Mrs.","U","adult",1
1012,NA,"2","female",12,0,0,15.75,"S","Miss.","U","teen",1
1096,NA,"2","male",25,0,0,10.5,"S","Mr.","U","adult",1
517,"yes","2","female",34,0,0,10.5,"S","Mrs.","F","adult",1
1156,NA,"2","male",30,0,0,12.7375,"C","Mr.","U","adult",1
59,"yes","2","female",5,1,2,27.75,"S","Miss.","U","child",4
451,"no","2","male",36,1,2,27.75,"S","Mr.","U","adult",4
473,"yes","2","female",33,1,2,27.75,"S","Mrs.","U","adult",4
1142,NA,"2","female",0.92,1,2,27.75,"S","Miss.","U","child",4
349,"yes","3","male",3,1,1,15.9,"S","Master.","U","child",3
490,"yes","3","male",9,1,1,15.9,"S","Master.","U","child",3
941,NA,"3","female",36,0,2,15.9,"S","Mrs.","U","adult",3
1147,NA,"3","male",23.9,0,0,7.55,"S","Mr.","U","adult",1
1159,NA,"3","male",47.5,0,0,7.55,"S","Mr.","U","adult",1
846,"no","3","male",42,0,0,7.55,"S","Mr.","U","adult",1
498,"no","3","male",39.8,0,0,15.1,"S","Mr.","U","adult",1
1120,NA,"3","male",40.5,0,0,15.1,"S","Mr.","U","adult",1
884,"no","2","male",28,0,0,10.5,"S","Mr.","U","adult",1
60,"no","3","male",11,5,2,46.9,"S","Master.","U","teen",8
72,"no","3","female",16,5,2,46.9,"S","Miss.","U","teen",8
684,"no","3","male",14,5,2,46.9,"S","Mr.","U","teen",8
387,"no","3","male",1,5,2,46.9,"S","Master.","U","child",8
481,"no","3","male",9,5,2,46.9,"S","Master.","U","child",8
1032,NA,"3","female",10,5,2,46.9,"S","Miss.","U","teen",8
679,"no","3","female",43,1,6,46.9,"S","Mrs.","U","adult",8
1031,NA,"3","male",40,1,6,46.9,"S","Mr.","U","adult",8
1254,NA,"2","female",31,0,0,21,"S","Mrs.","U","adult",1
1170,NA,"2","male",30,1,0,21,"S","Mr.","U","adult",2
650,"yes","3","female",23,0,0,7.55,"S","Miss.","U","adult",1
160,"no","3","male",4.8,8,2,69.55,"S","Master.","U","child",11
181,"no","3","female",33.5,8,2,69.55,"S","Miss.","U","adult",11
202,"no","3","male",26.5,8,2,69.55,"S","Mr.","U","adult",11
325,"no","3","male",28.1,8,2,69.55,"S","Mr.","U","adult",11
1080,NA,"3","female",25.6,8,2,69.55,"S","Miss.","U","adult",11
847,"no","3","male",38.8,8,2,69.55,"S","Mr.","U","adult",11
1252,NA,"3","male",14.5,8,2,69.55,"S","Master.","U","teen",11
864,"no","3","female",25.4,8,2,69.55,"S","Miss.","U","adult",11
793,"no","3","female",6.7,8,2,69.55,"S","Miss.","U","child",11
1234,NA,"3","male",11,1,9,69.55,"S","Mr.","U","teen",11
1257,NA,"3","female",55.1,1,9,69.55,"S","Mrs.","U","adult",11
984,NA,"1","female",27,1,2,52,"S","Mrs.","B","adult",4
672,"no","1","male",31,1,0,52,"S","Mr.","B","adult",2
1097,NA,"1","male",22.8,0,0,25.7417,"C","Mr.","U","adult",1
212,"yes","2","female",35,0,0,21,"S","Miss.","U","adult",1
1241,NA,"2","female",31,0,0,21,"S","Miss.","U","adult",1
315,"no","2","male",43,1,1,26.25,"S","Mr.","U","adult",3
441,"yes","2","female",45,1,1,26.25,"S","Mrs.","U","adult",3
536,"yes","2","female",7,0,2,26.25,"S","Miss.","U","child",3
459,"yes","2","female",50,0,0,10.5,"S","Miss.","U","adult",1
957,NA,"2","female",54.8,0,0,21,"S","Mrs.","U","adult",1
1138,NA,"2","female",22,0,0,21,"S","Mrs.","U","adult",1
1243,NA,"2","male",25,0,0,10.5,"S","Mr.","U","adult",1
155,"no","3","male",56.4,0,0,7.3125,"S","Mr.","U","adult",1
180,"no","3","male",36,0,0,0,"S","Mr.","U","adult",1
272,"yes","3","male",25,0,0,0,"S","Mr.","U","adult",1
303,"no","3","male",19,0,0,0,"S","Mr.","U","teen",1
598,"no","3","male",49,0,0,0,"S","Mr.","U","adult",1
1204,NA,"3","male",11,0,0,7.575,"S","Mr.","U","teen",1
309,"no","2","male",30,1,0,24,"C","Mr.","U","adult",2
875,"yes","2","female",28,1,0,24,"C","Mrs.","U","adult",2
169,"no","1","male",17.4,0,0,25.925,"S","Mr.","U","teen",1
513,"yes","1","male",36,0,0,26.2875,"S","Mr.","E","adult",1
573,"yes","1","male",36,0,0,26.3875,"S","Mr.","E","adult",1
702,"yes","1","male",35,0,0,26.2875,"S","Mr.","E","adult",1
708,"yes","1","male",42,0,0,26.2875,"S","Mr.","E","adult",1
370,"yes","1","female",24,0,0,69.3,"C","Mrs.","B","adult",1
642,"yes","1","female",24,0,0,69.3,"C","Miss.","B","adult",1
711,"yes","1","female",24,0,0,49.5042,"C","Miss.","C","adult",1
973,NA,"1","male",67,1,0,221.7792,"S","Mr.","C","senior",2
1048,NA,"1","female",29,0,0,221.7792,"S","Miss.","C","adult",1
1006,NA,"1","female",63,1,0,221.7792,"S","Mrs.","C","senior",2
528,"no","1","male",28.3,0,0,221.7792,"S","Mr.","C","adult",1
600,"yes","1","male",49,1,0,56.9292,"C","Mr.","A","adult",2
310,"yes","1","female",30,0,0,56.9292,"C","Miss.","E","adult",1
1004,NA,"1","female",36,0,0,31.6792,"C","Miss.","A","adult",1
1076,NA,"1","female",27,1,1,247.5208,"C","Mrs.","B","adult",3
300,"yes","1","female",50,0,1,247.5208,"C","Mrs.","B","adult",2
119,"no","1","male",24,0,1,247.5208,"C","Mr.","B","adult",2
965,NA,"1","male",28.5,0,0,27.7208,"C","Mr.","D","adult",1
196,"yes","1","female",58,0,0,146.5208,"C","Miss.","B","adult",1
32,"yes","1","female",46.7,1,0,146.5208,"C","Mrs.","B","adult",2
1208,NA,"1","male",57,1,0,146.5208,"C","Mr.","B","adult",2
682,"yes","1","male",27,0,0,76.7292,"C","Mr.","D","adult",1
646,"yes","1","male",48,1,0,76.7292,"C","Mr.","D","adult",2
53,"yes","1","female",49,1,0,76.7292,"C","Mrs.","D","adult",2
1223,NA,"1","male",39,0,0,29.7,"C","Mr.","A","adult",1
610,"yes","1","female",40,0,0,153.4625,"S","Miss.","C","adult",1
333,"no","1","male",38,0,1,153.4625,"S","Mr.","C","adult",2
269,"yes","1","female",58,0,1,153.4625,"S","Mrs.","C","adult",2
257,"yes","1","female",14,0,0,79.2,"C","Mrs.","U","teen",1
1219,NA,"1","male",46,0,0,79.2,"C","Mr.","U","adult",1
868,"no","1","male",31,0,0,50.4958,"S","Mr.","A","adult",1
1058,NA,"1","male",48,0,0,50.4958,"C","Mr.","B","adult",1
1283,NA,"1","female",51,0,1,39.4,"S","Mrs.","D","adult",2
854,"yes","1","female",16,0,1,39.4,"S","Miss.","D","teen",2
140,"no","1","male",24,0,0,79.2,"C","Mr.","B","adult",1
790,"no","1","male",46,0,0,79.2,"C","Mr.","B","adult",1
938,NA,"1","male",45,0,0,29.7,"C","Mr.","A","adult",1
178,"no","1","female",50,0,0,28.7125,"C","Miss.","C","adult",1
274,"no","1","male",37,0,1,29.7,"C","Mr.","C","adult",2
156,"no","1","male",51,0,1,61.3792,"C","Mr.","U","adult",2
915,NA,"1","male",21,0,1,61.3792,"C","Mr.","U","adult",2
914,NA,"1","female",35.7,0,0,31.6833,"S","Mrs.","U","adult",1
2,"yes","1","female",38,1,0,71.2833,"C","Mrs.","C","adult",2
1126,NA,"1","male",39,1,0,71.2833,"C","Mr.","C","adult",2
794,"no","1","male",42.6,0,0,30.6958,"C","Mr.","U","adult",1
31,"no","1","male",40,0,0,27.7208,"C","Mr.","U","adult",1
912,NA,"1","male",55,1,0,59.4,"C","Mr.","U","adult",2
514,"yes","1","female",54,1,0,59.4,"C","Mrs.","U","adult",2
376,"yes","1","female",31.8,1,0,82.1708,"C","Mrs.","U","adult",2
35,"no","1","male",28,1,0,82.1708,"C","Mr.","U","adult",2
65,"no","1","male",24.5,0,0,27.7208,"C","Mr.","U","adult",1
1116,NA,"1","female",53,0,0,27.4458,"C","Mrs.","U","adult",1
1182,NA,"1","male",45.7,0,0,39.6,"S","Mr.","U","adult",1
951,NA,"1","female",36,0,0,262.375,"C","Miss.","B","adult",1
916,NA,"1","female",48,1,3,262.375,"C","Mrs.","B","adult",5
1267,NA,"1","female",45,0,0,262.375,"C","Miss.","B","adult",1
743,"yes","1","female",21,2,2,262.375,"C","Miss.","B","adult",5
312,"yes","1","female",18,2,2,262.375,"C","Miss.","B","teen",5
956,NA,"1","male",13,2,2,262.375,"C","Master.","B","teen",5
1034,NA,"1","male",61,1,3,262.375,"C","Mr.","B","senior",5
494,"no","1","male",71,0,0,49.5042,"C","Mr.","U","senior",1
195,"yes","1","female",44,0,0,27.7208,"C","Mrs.","B","adult",1
335,"yes","1","female",38.8,1,0,133.65,"S","Mrs.","U","adult",2
661,"yes","1","male",50,2,0,133.65,"S","Mr.","U","adult",3
296,"no","1","male",28.4,0,0,27.7208,"C","Mr.","U","adult",1
1100,NA,"1","female",33,0,0,27.7208,"C","Miss.","A","adult",1
97,"no","1","male",71,0,0,34.6542,"C","Mr.","A","senior",1
1235,NA,"1","female",58,0,1,512.3292,"C","Mrs.","B","adult",2
259,"yes","1","female",35,0,0,512.3292,"C","Miss.","B","adult",1
738,"yes","1","male",35,0,0,512.3292,"C","Mr.","B","adult",1
680,"yes","1","male",36,0,1,512.3292,"C","Mr.","B","adult",2
1073,NA,"1","male",37,1,1,83.1583,"C","Mr.","E","adult",3
836,"yes","1","female",39,1,1,83.1583,"C","Miss.","E","adult",3
1071,NA,"1","female",64,0,2,83.1583,"C","Mrs.","E","senior",3
381,"yes","1","female",42,0,0,227.525,"C","Miss.","C","adult",1
717,"yes","1","female",38,0,0,227.525,"C","Miss.","C","adult",1
1094,NA,"1","male",47,1,0,227.525,"C","Mr.","C","adult",2
701,"yes","1","female",18,1,0,227.525,"C","Mrs.","C","teen",2
558,"no","1","male",28.9,0,0,227.525,"C","Mr.","C","adult",1
506,"no","1","male",18,1,0,108.9,"C","Mr.","C","teen",2
308,"yes","1","female",17,1,0,108.9,"C","Mrs.","C","teen",2
1306,NA,"1","female",39,0,0,108.9,"C","Mrs.","C","adult",1
98,"yes","1","male",23,0,1,63.3583,"C","Mr.","D","adult",2
1242,NA,"1","female",45,0,1,63.3583,"C","Mrs.","D","adult",2
